NROASIGNACION;CODIGO;UND;DESCRIPCION;ESTADO;OBSERVACION
46794;U141911132087;UND;ESCRITORIO ESCRITORIO DE MADERA, CON PORTA TECLADO Y DOS CAJONES, MEDIDAS: 1.20X0.60X0.76 MTS.;BUENO;
46800;U070312462202;UND;SILLA SILLA PLASTICA SIN BRAZOS COLOR BEIGE MARCA GEMPLAST;BUENO;Movido al 232-10
46800;U070312462203;UND;SILLA SILLA PLASTICA SIN BRAZOS COLOR BEIGE MARCA GEMPLAST;BUENO;Movido al 232-10
46800;U070312462204;UND;SILLA SILLA PLASTICA SIN BRAZOS COLOR BEIGE MARCA GEMPLAST;BUENO;Movido al 232-10
46800;U070312462206;UND;SILLA SILLA PLASTICA SIN BRAZOS COLOR BEIGE MARCA GEMPLAST;BUENO;Movido al 232-10
46800;U070312462207;UND;SILLA SILLA PLASTICA SIN BRAZOS COLOR BEIGE MARCA GEMPLAST;BUENO;
46800;U070312462208;UND;SILLA SILLA PLASTICA SIN BRAZOS COLOR BEIGE MARCA GEMPLAST;BUENO;Movido al 232-10
46800;U070312462209;UND;SILLA SILLA PLASTICA SIN BRAZOS COLOR BEIGE MARCA GEMPLAST;BUENO;Movido al 232-10
46800;U070312462210;UND;SILLA SILLA PLASTICA SIN BRAZOS COLOR BEIGE MARCA GEMPLAST;BUENO;Movido al 232-10
46800;U070312462211;UND;SILLA SILLA PLASTICA SIN BRAZOS COLOR BEIGE MARCA GEMPLAST;BUENO;Movido al 232-10
46800;U070312462212;UND;SILLA SILLA PLASTICA SIN BRAZOS COLOR BEIGE MARCA GEMPLAST;BUENO;
46800;U070312462214;UND;SILLA SILLA PLASTICA SIN BRAZOS COLOR BEIGE MARCA GEMPLAST;BUENO;Movido al 232-10
46800;U070312462215;UND;SILLA SILLA PLASTICA SIN BRAZOS COLOR BEIGE MARCA GEMPLAST;BUENO;
46800;U070312462216;UND;SILLA SILLA PLASTICA SIN BRAZOS COLOR BEIGE MARCA GEMPLAST;BUENO;Movido al 232-10
46800;U070312462217;UND;SILLA SILLA PLASTICA SIN BRAZOS COLOR BEIGE MARCA GEMPLAST;BUENO;Movido al 232-10
46800;U070312462218;UND;SILLA SILLA PLASTICA SIN BRAZOS COLOR BEIGE MARCA GEMPLAST;BUENO;
46800;U070312462219;UND;SILLA SILLA PLASTICA SIN BRAZOS COLOR BEIGE MARCA GEMPLAST;BUENO;Movido al 232-10
46800;U070312462220;UND;SILLA SILLA PLASTICA SIN BRAZOS COLOR BEIGE MARCA GEMPLAST;BUENO;
46800;U070312462221;UND;SILLA SILLA PLASTICA SIN BRAZOS COLOR BEIGE MARCA GEMPLAST;BUENO;
46800;U070312462222;UND;SILLA SILLA PLASTICA SIN BRAZOS COLOR BEIGE MARCA GEMPLAST;BUENO;Movido al 232-10
46800;U070312462223;UND;SILLA SILLA PLASTICA SIN BRAZOS COLOR BEIGE MARCA GEMPLAST;BUENO;Movido al 232-10
46800;U070312462224;UND;SILLA SILLA PLASTICA SIN BRAZOS COLOR BEIGE MARCA GEMPLAST;BUENO;Movido al 232-10
46800;U070312462225;UND;SILLA SILLA PLASTICA SIN BRAZOS COLOR BEIGE MARCA GEMPLAST;BUENO;
46800;U070312462226;UND;SILLA SILLA PLASTICA SIN BRAZOS COLOR BEIGE MARCA GEMPLAST;BUENO;
46800;U070312462227;UND;SILLA SILLA PLASTICA SIN BRAZOS COLOR BEIGE MARCA GEMPLAST;BUENO;Movido al 232-10
46800;U070312462228;UND;SILLA SILLA PLASTICA SIN BRAZOS COLOR BEIGE MARCA GEMPLAST;BUENO;
46800;U070312462229;UND;SILLA SILLA PLASTICA SIN BRAZOS COLOR BEIGE MARCA GEMPLAST;BUENO;Movido al 232-10
46800;U070312462231;UND;SILLA SILLA PLASTICA SIN BRAZOS COLOR BEIGE MARCA GEMPLAST;BUENO;Movido al 232-10
46800;U070312462232;UND;SILLA SILLA PLASTICA SIN BRAZOS COLOR BEIGE MARCA GEMPLAST;BUENO;Movido al 232-10
46800;U070312462233;UND;SILLA SILLA PLASTICA SIN BRAZOS COLOR BEIGE MARCA GEMPLAST;BUENO;Movido al 232-10
46800;U070312462235;UND;SILLA SILLA PLASTICA SIN BRAZOS COLOR BEIGE MARCA GEMPLAST;BUENO;Movido al 232-10
46800;U070312462237;UND;SILLA SILLA PLASTICA SIN BRAZOS COLOR BEIGE MARCA GEMPLAST;BUENO;Movido al 232-10
46800;U070312462238;UND;SILLA SILLA PLASTICA SIN BRAZOS COLOR BEIGE MARCA GEMPLAST;BUENO;Movido al 232-10
46800;U070312462239;UND;SILLA SILLA PLASTICA SIN BRAZOS COLOR BEIGE MARCA GEMPLAST;BUENO;
46800;U070312462240;UND;SILLA SILLA PLASTICA SIN BRAZOS COLOR BEIGE MARCA GEMPLAST;BUENO;Movido al 232-10
